,power.jaap_rodenburg_2.prod.obs.kw.geco.h
2024-01-18 02:00:00+00:00,0.04128289473684211
2024-01-18 03:00:00+00:00,0.013980263157894737
2024-01-18 04:00:00+00:00,0.040953947368421055
2024-01-18 05:00:00+00:00,0.0805921052631579
2024-01-18 06:00:00+00:00,0.02286184210526316
2024-01-18 07:00:00+00:00,0.008552631578947369
2024-01-18 08:00:00+00:00,0.06381578947368421
2024-01-18 09:00:00+00:00,0.07615131578947368
2024-01-18 10:00:00+00:00,0.26858552631578947
2024-01-18 11:00:00+00:00,0.18125
2024-01-18 12:00:00+00:00,0.03980263157894737
2024-01-18 13:00:00+00:00,0.026480263157894736
2024-01-18 14:00:00+00:00,0.0587171052631579
2024-01-18 15:00:00+00:00,0.037664473684210525
2024-01-18 16:00:00+00:00,0.04457236842105263
2024-01-18 17:00:00+00:00,0.040625
2024-01-18 18:00:00+00:00,0.04555921052631579
2024-01-18 19:00:00+00:00,0.11052631578947368
2024-01-18 20:00:00+00:00,0.221875
2024-01-18 21:00:00+00:00,0.3414473684210526
2024-01-18 22:00:00+00:00,0.2988486842105263
2024-01-18 23:00:00+00:00,0.3828947368421053
2024-01-19 00:00:00+00:00,0.33766447368421054
2024-01-19 01:00:00+00:00,0.3236842105263158
2024-01-19 02:00:00+00:00,0.20970394736842105
2024-01-19 03:00:00+00:00,0.36019736842105265
2024-01-19 04:00:00+00:00,0.24276315789473685
2024-01-19 05:00:00+00:00,0.20460526315789473
2024-01-19 06:00:00+00:00,0.196875
2024-01-19 07:00:00+00:00,0.11644736842105263
2024-01-19 08:00:00+00:00,0.1713815789473684
2024-01-19 09:00:00+00:00,0.4185855263157895
2024-01-19 10:00:00+00:00,0.30180921052631576
2024-01-19 11:00:00+00:00,0.1763157894736842
2024-01-19 12:00:00+00:00,0.6914473684210526
2024-01-19 13:00:00+00:00,0.5009868421052631
2024-01-19 14:00:00+00:00,0.40575657894736844
2024-01-19 15:00:00+00:00,0.5215460526315789
2024-01-19 16:00:00+00:00,0.4819078947368421
2024-01-19 17:00:00+00:00,0.5185855263157895
2024-01-19 18:00:00+00:00,0.5064144736842106
2024-01-19 19:00:00+00:00,0.593421052631579
2024-01-19 20:00:00+00:00,0.5991776315789473
2024-01-19 21:00:00+00:00,0.6485197368421053
2024-01-19 22:00:00+00:00,0.6078947368421053
2024-01-19 23:00:00+00:00,0.587171052631579
2024-01-20 00:00:00+00:00,0.6304276315789473
2024-01-20 01:00:00+00:00,0.7449013157894737
2024-01-20 02:00:00+00:00,0.7626644736842105
2024-01-20 03:00:00+00:00,0.6991776315789474
2024-01-20 04:00:00+00:00,0.6919407894736842
2024-01-20 05:00:00+00:00,0.8125
2024-01-20 06:00:00+00:00,0.9167763157894737
2024-01-20 07:00:00+00:00,0.8570723684210526
2024-01-20 08:00:00+00:00,0.844078947368421
2024-01-20 09:00:00+00:00,0.8802631578947369
2024-01-20 10:00:00+00:00,0.7669407894736842
2024-01-20 11:00:00+00:00,0.8205592105263158
2024-01-20 12:00:00+00:00,0.8552631578947368
2024-01-20 13:00:00+00:00,0.8666118421052632
2024-01-20 14:00:00+00:00,0.5626644736842106
2024-01-20 15:00:00+00:00,0.6233552631578947
2024-01-20 16:00:00+00:00,0.6720394736842106
2024-01-20 17:00:00+00:00,0.8355263157894737
2024-01-20 18:00:00+00:00,0.8868421052631579
2024-01-20 19:00:00+00:00,0.8379934210526315
2024-01-20 20:00:00+00:00,0.9296052631578947
2024-01-20 21:00:00+00:00,0.8340460526315789
2024-01-20 22:00:00+00:00,0.6136513157894737
2024-01-20 23:00:00+00:00,0.7
2024-01-21 00:00:00+00:00,0.8534539473684211
2024-01-21 01:00:00+00:00,0.95
2024-01-21 02:00:00+00:00,0.962171052631579
2024-01-21 03:00:00+00:00,0.9572368421052632
2024-01-21 04:00:00+00:00,0.9588815789473685
2024-01-21 05:00:00+00:00,0.9588815789473685
2024-01-21 06:00:00+00:00,0.975
2024-01-21 07:00:00+00:00,0.9804276315789474
2024-01-21 08:00:00+00:00,0.9820723684210526
2024-01-21 09:00:00+00:00,0.9824013157894737
2024-01-21 10:00:00+00:00,0.9827302631578947
2024-01-21 11:00:00+00:00,0.9827302631578947
2024-01-21 12:00:00+00:00,0.9825657894736842
2024-01-21 13:00:00+00:00,0.9827302631578947
2024-01-21 14:00:00+00:00,0.9825657894736842
2024-01-21 15:00:00+00:00,0.7601973684210527
2024-01-21 16:00:00+00:00,0.9822368421052632
2024-01-21 17:00:00+00:00,0.9526315789473684
2024-01-21 18:00:00+00:00,0.7898026315789474
2024-01-21 19:00:00+00:00,0.8195723684210526
2024-01-21 20:00:00+00:00,0.9379934210526316
2024-01-21 21:00:00+00:00,0.9825657894736842
2024-01-21 22:00:00+00:00,0.9827302631578947
2024-01-21 23:00:00+00:00,0.9223684210526316
2024-01-22 00:00:00+00:00,0.24539473684210528
2024-01-22 01:00:00+00:00,0.9217105263157894
2024-01-22 02:00:00+00:00,0.7601973684210527
2024-01-22 03:00:00+00:00,0.9825657894736842
2024-01-22 04:00:00+00:00,0.975328947368421
2024-01-22 05:00:00+00:00,0.9822368421052632
2024-01-22 06:00:00+00:00,0.9677631578947369
2024-01-22 07:00:00+00:00,0.9078947368421053
2024-01-22 08:00:00+00:00,0.7291118421052631
2024-01-22 09:00:00+00:00,0.9717105263157895
2024-01-22 10:00:00+00:00,0.8256578947368421
2024-01-22 11:00:00+00:00,0.42138157894736844
2024-01-22 12:00:00+00:00,0.4231907894736842
2024-01-22 13:00:00+00:00,0.9508223684210526
2024-01-22 14:00:00+00:00,0.9376644736842106
2024-01-22 15:00:00+00:00,0.9825657894736842
2024-01-22 16:00:00+00:00,0.9824013157894737
2024-01-22 17:00:00+00:00,0.9827302631578947
2024-01-22 18:00:00+00:00,0.9827302631578947
2024-01-22 19:00:00+00:00,0.9825657894736842
2024-01-22 20:00:00+00:00,0.9824013157894737
2024-01-22 21:00:00+00:00,0.9825657894736842
2024-01-22 22:00:00+00:00,0.9675986842105263
2024-01-22 23:00:00+00:00,0.6713815789473684
2024-01-23 00:00:00+00:00,0.6
2024-01-23 01:00:00+00:00,0.9809210526315789
2024-01-23 02:00:00+00:00,0.9824013157894737
2024-01-23 03:00:00+00:00,0.6615131578947369
2024-01-23 04:00:00+00:00,0.7304276315789474
2024-01-23 05:00:00+00:00,0.878125
2024-01-23 06:00:00+00:00,0.9578947368421052
2024-01-23 07:00:00+00:00,0.6684210526315789
2024-01-23 08:00:00+00:00,0.3157894736842105
2024-01-23 09:00:00+00:00,0.4205592105263158
2024-01-23 10:00:00+00:00,0.2657894736842105
